word,sw,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,word_lower
bathroom,bathroom,'bɑ:θru:m,n. a room (as in a residence) containing a bathtub or shower and usually a washbasin and toilet,"n. 浴室, 厕所",n:100,3,1,zk gk cet4 ky ielts,2821,2404,bathroom
be,be,bi:,"v. have the quality of being; (copula, used with an adjective or a predicate noun)
v. be identical to; be someone or something
v. occupy a certain position or area; be somewhere
v. happen, occur, take place; this was during the visit to my parents' house""","v. 是, 表示, 在
[计] 后端, 总线允许",v:100,5,1,zk gk,2,2,be
beach,beach,bi:tʃ,"n. an area of sand sloping down to the water of a sea or lake
v. land on a beach",n. 海滩,v:2/n:98,3,1,zk gk cet4 ky ielts,1900,1937,beach
beat,beat,bi:t,"n. a regular route for a sentry or policeman
n. a single pulsation of an oscillation produced by adding two waves of different frequencies; has a frequency equal to the difference between the two oscillations
n. the sound of stroke or blow
n. a regular rate of repetition","n. 心跳(声), 打, 敲打声, 拍子
v. 打, 拍打, 打败
a. 疲乏的, 颓废的
beat的过去式
[计] 拍; 节拍",n:26/v:74,5,1,zk gk toefl ielts gre,1207,1036,beat
beautiful,beautiful,'bju:tiful,"a. delighting the senses or exciting intellectual or emotional admiration
s. (of weather) highly enjoyable",a. 美丽的,j:100,4,1,zk gk ielts,1161,992,beautiful
because,because,bi'kɒ:z,"conj. By or for the cause that; on this account that; for the
   reason that.
conj. In order that; that.",conj. 因为,i:15/c:85,5,1,zk gk,101,89,because
become,become,bi'kʌm,"v. enter or assume a certain state or condition
v. undergo a change or development
v. come into existence
v. enhance the appearance of","vi. 变成, 变得
vt. 适合",v:100,5,1,zk gk ielts,122,139,become
bed,bed,bed,"n. a piece of furniture that provides a place to sleep
n. a plot of ground in which plants are growing
n. a depression forming the ground under a body of water
n. (geology) a stratum of rock (especially sedimentary rock)","n. 床, 睡眠处, 河床, 底座, 路基, 一层
vt. 提供宿处, 栽种, 安装
vi. 睡, 形成坚实的一层",v:1/n:99,4,1,zk gk,563,683,bed
bedroom,bedroom,'bedrum,n. a room used primarily for sleeping,n. 卧室,n:100,3,1,zk gk ielts,1570,1869,bedroom
bee,bee,bi:,"n. any of numerous hairy-bodied insects including social and solitary species
n. a social gathering to carry out some communal task or to hold competitions","n. 蜜蜂, 聚会",n:100,2,0,zk gk cet4 ky,4770,4247,bee
beef,beef,bi:f,"n. cattle that are reared for their meat
n. meat from an adult domestic bovine","n. 牛肉, 肌肉
vt. 养(牛), 宰(牛)
vi. 抱怨, 告发",v:6/n:94,2,1,zk gk,4295,3505,beef
before,before,bi'fɒ:,"r earlier in time; previously
r at or in the front","prep. 在...之前
conj. 在...之前
adv. 在前",i:51/c:31/r:18,5,1,zk gk,198,219,before
begin,begin,bi'gin,"n. Israeli statesman (born in Russia) who (as prime minister of Israel) negotiated a peace treaty with Anwar Sadat (then the president of Egypt) (1913-1992)
v. have a beginning, in a temporal, spatial, or evaluative sense
v. set in motion, cause to start
v. begin to speak or say","v. 开始
[计] 开始",v:100,5,1,zk gk,193,164,begin
behaviour,behaviour,bi'heivjә,"n the action or reaction of something (as a machine or substance) under specified circumstances
n (behavioral attributes) the way a person behaves toward other people
n (psychology) the aggregate of the responses or reactions or movements made by an organism in any situation
n manner of acting or controlling yourself","n. 行为, 举止
[计] 特性, 性能, 特点, 行为, 动作, 状态",,4,1,zk gk toefl,787,10352,behaviour
behind,behind,bi'haind,"s. having the lower score or lagging position in a contest
r. in or to or toward the rear
r. remaining in a place or condition that has been left or departed from
r. of timepieces","adv. 在后地
prep. 在...背后",i:84/r:15/n:1,5,1,zk gk,489,421,behind
believe,believe,bi'li:v,"v. accept as true; take to be true
v. be confident about something
v. follow a credo; have a faith; be a believer
v. credit with veracity",v. 相信,v:100,5,1,zk gk,252,212,believe
bell,bell,bel,"n. a hollow device made of metal that makes a ringing sound when struck
n. the sound of a bell being struck
n. (nautical) each of the eight half-hour units of nautical time signaled by strokes of a ship's bell; eight bells signals 4:00, 8:00, or 12:00 o'clock, either a.m. or p.m.
n. the shape of a bell","n. 铃, 钟
[计] 响铃命令",v:1/n:99,3,1,zk gk,2829,2646,bell
below,below,bi'lәu,"r. in or to a place that is lower
r. at a later place
r. (in writing) see below","prep. 在下面
adv. 在下面",i:41/r:59,4,1,zk gk toefl,1136,1450,below
beside,beside,bi'said,"n. At the side of; on one side of.
n. Aside from; out of the regular course or order of; in a
   state of deviation from; out of.
n. Over and above; distinct from; in addition to.
adv. On one side.
adv. More than that; over and above; not included in the
   number, or in what has been mentioned; moreover; in addition.",prep. 在旁边,i:99/r:1,3,1,zk gk,1623,1981,beside
besides,besides,bi'saidz,"r. making an additional point; anyway; besides, we can't afford it""
r. in addition","prep. 除...之外
adv. 而且, 此外",i:38/r:62,3,0,zk gk cet4 ky toefl,3848,3012,besides
between,between,bi'twi:n,"r. in the interval
r. in between",prep. 在...之间,i:98/r:1/j:1,5,1,zk gk,97,140,between
beyond,beyond,bi'jɒnd,"r. farther along in space or time or degree
r. on the farther side from the observer
r. in addition","prep. 超过, 在那一边, 迟于
adv. 在远处
n. 更远处",i:90/r:10,4,1,zk gk cet4 ky,944,746,beyond
bicycle,bicycle,'baisikl,"n. a wheeled vehicle that has two wheels and is moved by foot pedals
v. ride a bicycle",n. 自行车,v:10/n:90,2,1,zk gk cet4 ky ielts,5312,4366,bicycle
big,big,big,"s. significant
s. loud and firm
s. conspicuous in position or importance
s. prodigious","a. 大的, 重要的
adv. 大量地",r:1/j:99,5,1,zk gk,260,162,big
bike,bike,baik,"n a motor vehicle with two wheels and a strong frame
n a wheeled vehicle that has two wheels and is moved by foot pedals
v ride a bicycle","n. 自行车, 脚踏车",v:7/n:93,3,0,zk,3241,2163,bike
bill,bill,bil,"n. a statute in draft before it becomes law
n. an itemized statement of money owed for goods shipped or services rendered
n. a piece of paper money (especially one issued by a central bank)
n. the entertainment offered at a public presentation","n. 帐单, 清单, 钞票, 鸟嘴, 广告, 法案, 票据
vt. 开帐单, (用招贴)宣布",v:5/n:95,4,1,zk gk cet4 ky toefl ielts,837,8026,bill
bird,bird,bә:d,"n. warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings
n. the flesh of a bird or fowl (wild or domestic) used as food
v. watch and study birds in their natural habitat","n. 鸟, 羽毛球
vi. 打鸟",n:100,4,1,zk gk,1072,1122,bird
birth,birth,bә:θ,"n. the time when something begins (especially life)
n. the event of being born
n. a baby born; an offspring","n. 出生, 起源
[医] 生产, 分娩",v:2/n:98,3,1,zk gk cet4 ky ielts,1590,1499,birth
birthday,birthday,'bә:θdei,"n. an anniversary of the day on which a person was born (or the celebration of it)
n. the date on which a person was born",n. 生日,n:100,3,1,zk gk,2488,2433,birthday
biscuit,biscuit,'biskit,n. small round bread leavened with baking-powder or soda,"n. 饼干
[化] 素坯; 饼干",n:100,2,1,zk gk cet4 ky,4203,8068,biscuit
bit,bit,bit,"n. a small fragment of something broken off from the whole
n. piece of metal held in horse's mouth by reins and used to control the horse while riding
n. a unit of measurement of information (from binary + digit); the amount of information in a system having two equiprobable states
n. the part of a key that enters a lock and lifts the tumblers","n. 少量, 马嚼子, 辅币
vt. 给马上嚼子, 控制
bite的过去式和过去分词
[计] 比特, 二进制数位, 机内测试",r:44/n:56,5,1,zk gk gre,585,952,bit
bitter,bitter,'bitә,"n. English term for a dry sharp-tasting ale with strong flavor of hops (usually on draft)
n. the taste experience when quinine or coffee is taken into the mouth
v. make bitter
s. very difficult to accept or bear","a. 苦的, 痛苦的, 怀恨的
adv. 刺骨
v. (使)变苦",j:97/n:3,3,1,zk gk cet4 ky toefl ielts,3095,3580,bitter
black,black,blæk,"n. the quality or state of the achromatic color of least lightness (bearing the least resemblance to white)
n. British chemist who identified carbon dioxide and who formulated the concepts of specific heat and latent heat (1728-1799)
n. popular child actress of the 1930's (born in 1928)
n. a person with dark skin who comes from Africa (or whose ancestors came from Africa)","n. 黑色, 黑颜料
a. 黑色的",j:88/v:2/n:10,5,1,zk gk ielts,426,253,black
blackboard,blackboard,'blækbɒ:d,n. sheet of slate; for writing with chalk,n. 黑板,n:100,1,0,zk gk,11944,13322,blackboard
blind,blind,blaind,"n. people who have severe visual impairments, considered as a group
n. a hiding place sometimes used by hunters (especially duck hunters)
n. a protective covering that keeps things out or hinders sight
v. render unable to see","n. 蒙蔽物, 窗帘
a. 盲目的, 瞎的, 不加思考的
vt. 使失明, 蒙蔽, 遮暗
adv. 盲目地",n:12/j:75/v:13,3,1,zk gk cet4 cet6 ky ielts,2926,2716,blind
blood,blood,blʌd,"n. the fluid (red in vertebrates) that is pumped through the body by the heart and contains plasma, blood cells, and platelets
n. temperament or disposition
n. people viewed as members of a group
v. smear with blood, as in a hunting initiation rite, where the face of a person is smeared with the blood of the kill","n. 血, 血统, 流血, 气质, 生命
vt. 使出血, 用血涂",v:1/n:99,4,1,zk gk cet4 ky ielts,980,692,blood
blow,blow,blәu,"n. a powerful stroke with the fist or a weapon
n. an impact (as from a collision)
n. forceful exhalation through the nose or mouth
v. exhale hard","n. 吹, 打击, 殴打, 花开
v. 吹, 风吹, 吹响, 开花",n:22/v:78,3,1,zk gk toefl,1822,1414,blow
board,board,bɒ:d,"n. a committee having supervisory powers
n. a stout length of sawn timber; made in a wide variety of sizes and used for many purposes
n. a flat piece of material designed for a special purpose
n. food or meals in general","n. 木板, 甲板, 膳食, 会议桌
vt. 乘船, 供膳食, 用板覆盖
vi. 搭伙
[计] 板",v:8/n:92,4,1,zk gk cet4 cet6 ky toefl ielts,611,667,board
boat,boat,bәut,"n. a small vessel for travel on water
v. ride in a boat on water","n. 船
vi. 乘船
vt. 以船运",v:2/n:98,4,1,zk gk ielts,1303,1231,boat
body,body,'bɒdi,"n. the entire structure of an organism (an animal, plant, or human being)
n. a group of persons associated by some common tie or occupation and regarded as an entity
n. a natural object consisting of a dead animal or person
n. an individual 3-dimensional object that has mass and that is distinguishable from other objects","n. 身体, 人, 尸体, 主要部分, 团体
vt. 赋以形体
[计] 体",v:1/n:99,5,1,zk,274,313,body
book,book,buk,"n. a written work or composition that has been published (printed on pages bound together)
n. physical objects consisting of a number of pages bound together
n. a collection of playing cards satisfying the rules of a card game
n. a collection of rules or prescribed standards on the basis of which decisions are made","n. 书, 书籍, 帐簿, 名册, 工作簿
v. 登记, 预订
[计] 工作簿",v:2/n:98,5,1,zk gk ielts,235,241,book
boring,boring,'bɒ:riŋ,"n. the act of drilling a hole in the earth in the hope of producing petroleum
s. so lacking in interest as to cause mental weariness","a. 烦人的, 无聊的, 无趣的
[机] 成孔期, 搪孔",j:100,2,1,zk gk toefl gre,4124,4915,boring
born,born,bɒ:n,"n. British nuclear physicist (born in Germany) honored for his contributions to quantum mechanics (1882-1970)
a. brought into existence","a. 天生的
bear的过去分词",j:4/v:96,4,0,zk gk cet4 ky,1206,1088,born
borrow,borrow,'bɒrәu,v. get temporarily,"vt. 借, 借入, 借用
vi. 借
[计] 借位; 借位数",v:100,3,1,zk gk,2639,3214,borrow
boss,boss,bɒs,"n. a person responsible for hiring workers
n. a person who exercises control and makes decisions
s. exceptionally good","n. 老板, 上司, 岩瘤, 浮雕, 母牛
vt. 指挥, 控制, 浮雕",v:3/n:97,4,1,zk gk cet4 ky,2227,2324,boss
both,both,bәuθ,s. (used with count nouns) two considered together; the two,"a. 两者的
adv. 两者都
pron. 两者",r:43/d:57,5,1,zk gk,229,255,both
bottle,bottle,'bɒtl,"n. a glass or plastic vessel used for storing drinks or other liquids; typically cylindrical without handles and with a narrow neck that can be plugged or capped
n. the quantity contained in a bottle
n. a vessel fitted with a flexible teat and filled with milk or formula; used as a substitute for breast feeding infants and very young children
v. store (liquids or gases) in bottles","n. 瓶子, 酒瓶
vt. 装瓶, 抑制, 围困",v:3/n:97,4,1,zk gk,1584,1740,bottle
bottom,bottom,'bɒtәm,"n. the lower side of anything
n. the lowest part of anything
n. the second half of an inning; while the home team is at bat
n. a cargo ship","n. 底部
a. 底部的
vt. 给...装底, 查明真相
vi. 到达底部, 建立基础",j:32/v:3/n:65,4,1,zk gk cet4 ky,1555,1511,bottom
bowl,bowl,bәul,"n. a round vessel that is open at the top; used chiefly for holding food or liquids; 
n. a concave shape with an open top
n. a dish that is round and open at the top for serving foods
n. the quantity contained in a bowl","n. 碗, 木球, 大酒杯
v. 滚木球, 快而稳地行驶",v:5/n:95,3,1,zk gk cet4 ky toefl,2707,1829,bowl
box,box,bɒks,"n. a (usually rectangular) container; may have a lid
n. private area in a theater or grandstand where a small group can watch the performance
n. the quantity contained in a box
n. a rectangular drawing","n. 盒子, 箱, 方框, 一巴掌
vt. 装...入盒中, 装箱, 打耳光
vi. 拳击
[计] 方框",v:4/n:96,4,1,zk gk,874,795,box
boy,boy,bɒi,"n. a friendly informal reference to a grown man
n. (ethnic slur) offensive and disparaging term for Black man","n. 男孩
[法] 男孩, 少年, 儿子",n:100,5,1,zk gk,462,382,boy
brain,brain,brein,"n. that part of the central nervous system that includes all the higher nervous centers; enclosed within the skull; continuous with the spinal cord
n. mental ability
n. the brain of certain animals used as meat
v. hit on the head","n. 脑
vt. 打碎脑部",v:1/n:99,4,1,zk gk cet4 ky toefl,1643,1189,brain
brave,brave,breiv,"n. a North American Indian warrior
n. people who are brave
a. possessing or displaying courage; able to face and deal with danger or fear without flinching
s. brightly colored and showy","a. 勇敢的, 美好的, 华丽的
n. 勇敢者
vt. 勇敢地面对",n:4/j:83/v:13,3,1,zk gk cet4 ky,3800,4854,brave
bread,bread,bred,"n. food made from dough of flour or meal and usually raised with yeast or baking powder and then baked
v. cover with bread crumbs","n. 面包, 生计, 食物
vt. 裹以面包屑",v:1/n:99,3,1,zk gk,2292,2113,bread
