word,sw,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,word_lower
passage,passage,'pæsidʒ,"n. the act of passing from one state or place to the next
n. a section of text; particularly a section of medium length
n. a way through or along which someone or something may pass
n. a journey usually by ship","n. 通道, 通过, 移居, 航行, 一段, 走廊
vi. 通过, 经过, 航行, 横渡, 争吵
vt. (使)马以斜横步前进, 使传代",n:100,3,1,zk gk toefl ielts,1783,2210,passage
passenger,passenger,'pæsindʒә,n. a traveler riding in a vehicle (a boat or bus or car or plane or train etc) who is not operating it,"n. 乘客, 旅客
[经] 乘客, 旅客",n:100,3,1,zk gk cet4 cet6 ky,2001,2080,passenger
passport,passport,'pæspɒ:t,n. a document issued by a country to a citizen allowing that person to travel abroad and re-enter the home country,"n. 护照, 手段, 通行证
[法] 通行证, 护照",n:100,2,1,zk gk ielts,5283,6239,passport
past,past,pɑ:st,"n. the time that has elapsed
n. a earlier period in someone's life (especially one that they have reason to keep secret)
n. a verb tense that expresses actions or states in the past
a. earlier than the present time; no longer current","n. 过去, 昔时, 往事, 早年经历, 过去时
a. 过去的, 结束的, 卸任的, 过去时的
prep. 越过, 晚于, 超越, 超出...的可能性(能力、范围等)
pass的过去分词",i:21/r:8/j:42/n:29,5,1,zk gk,1116,680,past
path,path,pɑ:θ,"n. a way especially designed for a particular use
n. an established line of travel or access
n. a line or route along which something travels or moves","n. 路径, 小路, 道路, 途径, 路线, 轨道
[计] 路径; DOS内部命令:设定DOS读取程序的路径",n:100,3,1,zk gk cet4 cet6 ky toefl,1266,1336,path
patient,patient,'peiʃәnt,"n. a person who requires medical care
a. enduring trying circumstances with even temper or characterized by such endurance","n. 病人, 承受者
a. 忍耐的, 容忍的, 有耐性的, 坚忍的",j:11/n:89,4,1,zk gk cet4 cet6 ky,384,572,patient
pay,pay,pei,"v. give money, usually in exchange for goods or services
v. do or give something to somebody in return
v. be worth it
v. render","n. 薪资, 付款, 补偿
vt. 支付, 付清, 补偿, 偿还, 对...有利, 为...涂防水物
vi. 付款, 付出代价, 偿还, 得到报应, 获得好处",n:9/v:91,5,1,zk gk ielts,227,286,pay
peace,peace,pi:s,"n. the state prevailing during the absence of war
n. harmonious relations; freedom from disputes
n. the absence of mental stress or anxiety
n. the general security of public places","n. 和平, 和约, 治安, 和睦, 安宁, 静寂
vi. 安静下来, 不作声",n:100,5,1,zk gk cet4 ky,1123,933,peace
pear,pear,pєә,"n. sweet juicy gritty-textured fruit available in many varieties
n. Old World tree having sweet gritty-textured juicy fruit; widely cultivated in many varieties","n. 梨子, 梨树, 梨木
[机] 梨木",n:100,1,0,zk gk cet4 cet6 ky,8976,6857,pear
pen,pen,pen,"n. a writing implement with a point from which ink flows
n. an enclosure for confining livestock
n. female swan","n. 钢笔, 笔, 笔调, 笔杆子, 作家, 围栏, 栅栏, 禽畜
vt. 写, 关入栏中, 囚禁
vi. 动笔, 写作",v:15/n:85,3,1,zk gk gre,3020,3583,pen
pence,pence,pens,"n a fractional monetary unit of Ireland and the United Kingdom; equal to one hundredth of a pound
n a coin worth one-hundredth of the value of the basic unit","pl. (非正式)copper便士, (美)分, 分币",,0,1,zk ielts,4834,0,pence
pencil,pencil,'pensl,"n. a thin cylindrical pointed writing implement; a rod of marking substance encased in wood
n. graphite (or a similar substance) used in such a way as to be a medium of communication
n. a figure formed by a set of straight lines or light rays meeting at a point
n. a cosmetic in a long thin stick; designed to be applied to a particular part of the face","n. 铅笔, 色笔, 眉笔, 画笔, 光线束
vt. 用铅笔写或涂, 草拟",v:4/n:96,2,1,zk gk,4530,4410,pencil
penny,penny,'peni,"n. a fractional monetary unit of Ireland and the United Kingdom; equal to one hundredth of a pound
n. a coin worth one-hundredth of the value of the basic unit","n. 便士, 一分, 小钱, 点滴
[经] 便士",,3,1,zk gk cet4 cet6 ky ielts,4306,0,penny
people,people,'pi:pl,"n. (plural) any group of human beings (men or women or children) collectively
n. members of a family line
v. fill with people
v. furnish with people","n. 人, 人民, 民族, 平民
vt. 使住满人, 居住于",v:1/n:99,5,1,zk gk,75,62,people
percent,percent,pә'sent,n a proportion in relation to a whole (which is usually the amount per hundred),"n. 百分比, 百分数, 部分
[机] 百分率",,5,0,zk gk cet4 cet6 ky ielts,2802,0,percent
perfect,perfect,'pә:fikt,"v. make perfect or complete
a. being complete of its kind and without defect or blemish
s. precisely accurate or exact","n. 完成时
a. 完美的, 完好的, 理想的, 熟练的, 精确的, 完成式的
vt. 使完美, 修改, 使精通, 改善, 使熟练",j:93/v:7,4,1,zk gk toefl ielts,1685,1160,perfect
perhaps,perhaps,pә'hæps,r by chance,"adv. 也许, 大概",r:100,5,1,zk gk cet4 cet6 ky,249,435,perhaps
period,period,'piәriәd,"n. the interval taken to complete one cycle of a regularly repeating phenomenon
n. (ice hockey) one of three divisions into which play is divided in hockey games
n. a unit of geological time during which a system of rocks formed
n. the end or completion of something","n. 时期, 节段, 节, 句点, 学时, 周期
a. 当时特有的, 过去某段时期的
interj. 就是这话, 就是这么回事",n:100,4,1,zk gk cet4 cet6 ky toefl ielts,324,617,period
person,person,'pә:sn,"n. a human being
n. a human body (usually including the clothing)
n. a grammatical category used in the classification of pronouns, possessive determiners, and verb forms according to whether they indicate the speaker, the addressee, or a third party","n. 人, 人身, 人称
[法] 人, 法人, 人身",n:100,5,1,zk gk ielts,308,345,person
personal,personal,'pә:snl,"n. a short newspaper article about a particular person or group
a. concerning or affecting a particular person or his or her private life and personality
s. particular to a given individual
a. of or arising from personality","a. 私人的, 涉及隐私的, 有人性的, 人称的, 亲自的, 身体的
[医] 人的; 个人的, 自身的",j:99/n:1,4,1,zk gk cet4 cet6 ky ielts,574,580,personal
pet,pet,pet,"n. a domesticated animal kept for companionship or amusement
n. a fit of petulance or sulkiness (especially at what is felt to be a slight)
v. stroke or caress gently
v. stroke or caress in an erotic manner, as during lovemaking","n. 宠物, 受宠爱的人, 宠坏的孩子, 不悦, 生气
a. 宠爱的, 表示亲昵的, 养着观赏的, 特别珍爱的, 格外的
vt. 宠爱, 溺爱, 抚摸
vi. 拥抱, 爱抚, 生气, 发脾气",v:9/j:4/n:87,3,1,zk gk cet4 cet6 ky toefl ielts,3686,3278,pet
phone,phone,fәun,n. (phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language,"n. 电话, 受话器, 耳机
vt. 打电话给
vi. 打电话",v:5/n:95,4,1,zk cet4 ky ielts,1346,557,phone
photo,photo,'fәutәu,n a representation of a person or scene in the form of a print or transparent slide; recorded by a camera on light-sensitive material,"n. 相片, 照片, 逼真的描绘
v. 照相
a. 照相的, 摄影用的, 详细记录的, 逼真的, 酷似的",n:100,5,0,zk,3394,1328,photo
photograph,photograph,'fәutәgrɑ:f,"n. a representation of a person or scene in the form of a print or transparent slide; recorded by a camera on light-sensitive material
v. record on photographic film
v. undergo being photographed in a certain way","n. 相片, 照片, 逼真的描绘
v. 照相, 摄影",v:19/n:81,4,1,zk gk cet4 cet6 toefl ielts,1611,1481,photograph
physics,physics,'fiziks,"n. the science of matter and energy and their interactions
n. the physical properties, phenomena, and laws of something","n. 物理学, 物理过程, 物理现象
[化] 物理; 物理学",n:100,2,1,zk gk cet4 cet6 ky,3720,3417,physics
piano,piano,pi'ɑ:nәu,"n. a keyboard instrument that is played by depressing keys that cause hammers to strike tuned strings and produce sounds
n. (music) low loudness
a. used chiefly as a direction or description in music
r. used as a direction in music; to be played relatively softly",n. 钢琴,n:100,2,1,zk gk ielts gre,3449,3299,piano
pick,pick,pik,"n. a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument
n. a thin sharp implement used for removing unwanted material
n. a heavy iron tool with a wooden handle and a curved head that is pointed on both ends
n. a basketball maneuver; obstructing an opponent with one's body","n. 精选, 选择, 掘, 精华, 牙签, 鹤嘴锄
v. 摘, 掘, 凿, 挖, 挑选
[计] 拾取",n:6/v:94,3,1,zk gk ielts,664,517,pick
picnic,picnic,'piknik,"n. any informal meal eaten outside or on an excursion
v. eat alfresco, in the open air","n. 野餐, 远足, 愉快的经历
vi. 去野餐, 远足",v:5/n:95,2,0,zk gk cet4 ky ielts,6512,5619,picnic
picture,picture,'piktʃә,"n. a visual representation (of an object or scene or person or abstraction) produced on a surface
n. a situation treated as an observable object
n. illustrations used to decorate or explain a text
n. a typical example of some state or quality","n. 图画, 照片, 景色, 美丽如画的人(或物), 化身, 生动的描述, 想像, 形象思维
vt. 画, 拍摄, 用图说明, 描写, 想像
[计] 图象; 形象; 字形",v:10/n:90,4,1,zk gk ielts,626,562,picture
pie,pie,pai,n. dish baked in pastry-lined pan often with a pastry top,"n. 馅饼, 财富, 总额, 贪污受贿, 杂乱, 喜鹊
[计] 饼图",n:100,0,0,zk gk cet4 ky ielts,4186,3323,pie
piece,piece,pi:s,"n. a separate part of a whole
n. an item that is an instance of some type; 
n. an instance of some kind
n. an artistic or literary composition","n. 块, 片, 篇, 碎片, 部分, 部件, 标准量
vt. 修补, 修理, 拼合, 接线头
vi. 吃零食",v:2/n:98,4,1,zk gk,677,565,piece
pig,pig,pig,"n. a crude block of metal (lead or iron) poured from a smelting furnace
v. live like a pig, in squalor","n. 猪, 猪肉, 贪婪的人, 猪一样的人
v. 生小猪, 象猪般地生活",v:1/n:99,2,1,zk gk cet4 ky,3014,3488,pig
pilot,pilot,'pailәt,"n. someone who is licensed to operate an aircraft in flight
n. a person qualified to guide ships through difficult waters going into or out of a harbor","n. 飞行员, 领航员, 航船者, 导向器, 驾驶仪, 向导, 领导人
vt. 领航, 驾驶, 引导, 试用
a. 引导的, 控制的, 试点的
[计] 引导",v:6/n:94,3,1,zk gk cet4 cet6 ky toefl ielts gre,2085,1772,pilot
pink,pink,piŋk,"n. a light shade of red
n. any of various flowers of plants of the genus Dianthus cultivated for their fragrant flowers
v. sound like a car engine that is firing too early
v. cut in a zigzag pattern with pinking shears, in sewing","n. 粉红色, 石竹花, 化身, 典范, 头面人物, 极度
a. 粉红的, 石竹科的, 比较激进的, 脸色发红的, 精致的, 有点下流的
vt. 刺, 扎, 刺痛, 射伤, 使面红耳赤, 使变粉红色
vi. 变粉红色",j:91/n:9,3,1,zk cet4 cet6 ky ielts,2698,2488,pink
pioneer,pioneer,.paiә'niә,"n. someone who helps to open up a new line of research or technology or art
n. one the first colonists or settlers in a new territory
v. open up an area or prepare a way
v. open up and explore a new area","n. 先锋, 拓荒者, 创始人
vt. 提倡, 开辟, 开创, 倡导
vi. 作先驱, 开路
a. 最早的, 开拓的, 先驱的, 有开拓者特点的",v:24/n:76,2,0,zk gk toefl,5645,4472,pioneer
pity,pity,'piti,n. an unfortunate development,"n. 遗憾, 同情, 怜悯, 憾事, 可惜
vt. 同情, 怜悯
vi. 觉得可怜, 有同情心",v:25/n:75,2,1,zk gk,3803,6927,pity
place,place,pleis,"n. any area set aside for a particular purpose
n. an abstract mental location
n. a general vicinity
n. a particular situation","n. 地方, 地点, 位置, 住所, 座位, 地位, 处境, 特权, 空间, 余地, 职务, 位
vt. 放置, 寄予, 认出, 评定, 任命
vi. 名次列前",v:24/n:76,2,1,zk gk ielts,162,181,place
plain,plain,plein,"n. extensive tract of level open land
a. not elaborate or elaborated; simple
a. lacking patterns especially in color
s. not mixed with extraneous elements","n. 平原, 草原, 朴实无华的东西, 无格式
a. 简单的, 明白的, 平常的, 不好看的, 朴素的, 清晰的, 普通的, 平坦的, 十足的
adv. 清楚地, 显然地
[计] 无格式",r:5/j:57/n:38,3,1,zk gk cet4 cet6 ky toefl gre,2762,3549,plain
plan,plan,plæn,"n. a series of steps to be carried out or goals to be accomplished
n. scale drawing of a structure
v. have the will and intention to carry out some action
v. make plans for something","n. 计划, 方案, 策略, 方法, 进度表, 程序表, 平面图, 设计图, 轮廓, 示意图
vt. 计划, 设计, 意欲
vi. 订计划",v:37/n:63,5,1,zk gk ielts,442,413,plan
plane,plane,plein,"n. (mathematics) an unbounded two-dimensional shape
n. a level of existence or development
n. a power tool for smoothing or shaping wood
n. a carpenter's hand tool with an adjustable blade for smoothing or shaping wood","n. 平面, 扁平物, 机翼, 飞机, 水准, 地位
a. 平的, 平面的
vt. 将...刨平, 刨平, 掠过水面
vi. 翱翔, 乘飞机旅行, 刨掉",v:1/n:99,4,1,zk gk gre,2000,1150,plane
planet,planet,'plænit,"n. (astronomy) any of the nine large celestial bodies in the solar system that revolve around the sun and shine by reflected light; Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Neptune, and Pluto in order of their proximity to the sun; viewed from the constellation Hercules, all the planets rotate around the sun in a counterclockwise direction
n. any celestial body (other than comets or satellites) that revolves around a star","n. 行星, 命运星辰, 杰出的人, 重大影响的事",n:100,3,1,zk gk cet4 cet6 ky toefl gre,3115,1592,planet
plant,plant,plænt. plɑ:nt,"n. buildings for carrying on industrial labor
n. (botany) a living organism lacking the power of locomotion
n. an actor situated in the audience whose acting is rehearsed but seems spontaneous to the audience
n. something planted secretly for discovery by another","n. 植物, 作物, 工厂, 树枝, 生长, 设施, 成套设备
vt. 种植, 栽培, 播种, 培养, 安置, 殖民于, 使位于
vi. 种植",v:18/n:82,5,1,zk gk ielts,690,623,plant
plastic,plastic,'plæstik,"n. generic name for certain synthetic or semisynthetic materials that can be molded or extruded into objects or films or filaments or used for making e.g. coatings and adhesives
s. capable of being influenced or formed","n. 塑料, 可塑体, 可塑性物质
a. 塑料的, 塑造的, 有可塑性的, 造型的, 易受影响的, 有创造力的",n:100,3,1,zk gk cet4 cet6 ky toefl ielts,1999,1523,plastic
plate,plate,pleit,"n. a sheet of metal or wood or glass or plastic
n. a full-page illustration (usually on slick paper)
n. dish on which food is served or from which food is eaten
n. the quantity contained in a plate","n. 碟, 盘子, 盆中物, 金属板, 图版, 金银餐具, 印版, 金属牌(照)
vt. 镀金, 电镀, 用金属板固定, 给...装钢板, 为...制印版",v:1/n:99,3,1,zk gk toefl,1494,1525,plate
play,play,plei,"n. a dramatic work intended for performance by actors on a stage
n. a theatrical performance of a drama
n. a preset plan of action in team sports
n. a state in which action is feasible","n. 游戏, 游玩, 玩笑, 运动, 比赛, 赌博, 跳动, 表演, 剧本
v. 玩, 游戏, 假装, 开玩笑, 比赛, 扮演, 演奏, 演戏, 传摇曳, (使)跳动
[计] 播放",n:19/v:81,5,1,zk gk,224,200,play
playground,playground,'pleigraund,n. yard consisting of an outdoor area for children's play,"n. 运动场, 操场, 度假胜地, 活动场所",n:100,1,0,zk gk cet4 cet6 ky ielts,6458,5793,playground
pleasant,pleasant,'pleznt,"a. affording pleasure; being in harmony with your taste or likings
s. (of persons) having pleasing manners or behavior","a. 愉快的, 可爱的, 活泼的, 亲切的",j:100,3,1,zk gk cet4 cet6 ky ielts,2880,3772,pleasant
please,please,pli:z,"v. give pleasure to or be pleasing to
v. be the will of or have the will (to)
v. give satisfaction
r. used in polite request","adv. 请
vt. 使高兴, 合...的心意, 取悦
vi. 使人满意, 讨好, 愿意, 敬请",r:84/v:16,4,1,zk gk,758,1167,please
pleasure,pleasure,'pleʒә,"n. a fundamental feeling that is hard to define but that people desire to experience
n. a formal expression
n. an activity that affords enjoyment
n. sexual gratification","n. 快乐, 愉快, 令人高兴的事, 娱乐, 希望
v. (使)高兴",v:1/n:99,3,1,zk gk toefl ielts,1613,1882,pleasure
plenty,plenty,'plenti,n. a full supply,"n. 充分, 很多, 丰富
a. 很多的, 足够的, 丰富的",p:93/r:4/n:3,3,1,zk gk cet4 cet6 ky,1977,2044,plenty
pocket,pocket,'pɒkit,"n. a small pouch inside a garment for carrying small articles
n. a supply of money
n. (bowling) the space between the headpin and the pins behind it on the right or left
n. a small isolated group of people","n. 口袋, 钱袋, 钱, 容器
vt. 装...在口袋里, 隐藏, 抑制, 私吞, 搁置, 击...入袋
a. 袖珍的, 小型的, 压缩的, 金钱上的",v:4/n:96,3,1,zk gk cet4 cet6 ky ielts,1786,1620,pocket
poem,poem,'pәuim,n. a composition written in metrical feet forming rhythmical lines,"n. 诗, 诗般美的事物",n:100,3,1,zk gk cet4 cet6 ky,2181,2494,poem
point,point,pɒint,"n. a geometric element that has position but no extension
n. the precise location of something; a spatially limited location
n. a brief version of the essential meaning of something
n. an instant of time","n. 点, 小数点, 标点, 地点, 要点, 特点, 尖端, 分数, 得分, 穴位
vt. 弄尖, 强调, 指出, 加标点于, 瞄准
vi. 指, 指向, 表明",v:27/n:73,5,1,zk gk cet4 cet6 ky ielts,176,211,point
police,police,pә'li:s,n. the force of policemen and officers,"n. 警察, 警察当局, 治安
vt. 维持治安, 管辖",v:2/n:98,5,1,zk gk cet4 ky ielts,328,468,police
policeman,policeman,pә'li:smәn,n. a member of a police force,"n. 警察
[化] 淀帚",n:100,3,0,zk gk,2490,4754,policeman
policy,policy,'pɒlisi,"n. a plan of action adopted by an individual or social group
n. a line of argument rationalizing the course of action of a government
n. written contract or certificate of insurance","n. 政策, 方针, 策略, 保险单
[医] 凭单, 保险单",n:100,5,1,zk gk cet4 cet6 ky ielts,250,388,policy
polite,polite,pә'lait,"a. showing regard for others in manners, speech, behavior, etc.","a. 有礼貌的, 文雅的, 客气的, 有教养的",j:100,2,1,zk gk,4976,5492,polite
pond,pond,pɒnd,n. a small lake,"n. 池塘
v. 筑成池塘",n:100,2,0,zk gk cet4 cet6 ky,3344,3626,pond
pool,pool,pu:l,"n. an excavation that is (usually) filled with water
n. an organization of people or resources that can be shared
n. any communal combination of funds
n. a small body of standing water (rainwater) or other liquid","n. 池, 水塘, 石油层, 联营
vt. 合伙经营, 共享, 采掘, 汇聚成
vi. 汇合成塘, 淤积, 联营",v:5/n:95,3,1,zk gk cet4 cet6 ky,1678,1565,pool
poor,poor,puә. pɒ:,"a. having little money or few possessions
a. characterized by or indicating poverty
a. lacking in specific resources, qualities or substances
s. unsatisfactory","a. 贫穷的, 贫乏的, 不幸的, 可怜的, 拙劣的, 卑鄙的
[经] 低劣的, 不良的",j:100,4,1,zk gk,598,713,poor
pop,pop,pɒp,"n. a sweet drink containing carbonated water and flavoring
n. a sharp explosive sound as from a gunshot or drawing a cork
v. hit a pop-fly
v. make a sharp explosive noise","n. 砰然声, 枪击, 含气饮料, 流行音乐, 通俗艺术
a. 流行的, 热门的, 通俗的
vt. 使发出爆裂声, 开枪打, 突然伸出
vi. 发出爆裂声, 射击, 突然出现, 瞪大
adv. 突然, 砰地
[计] 出现点, 邮局协议",u:4/n:35/j:5/v:56,3,1,zk cet4 cet6 ky ielts,3228,2545,pop
popular,popular,'pɒpjulә,"a. regarded with great favor, approval, or affection especially by the general public
s. carried on by or for the people (or citizens) at large
s. (of music or art) new and of general appeal (especially among young people)","a. 通俗的, 流行的, 受欢迎的, 大众的, 人民的, 普及的
[经] 大众的, 通俗的, 普及的",j:100,4,1,zk gk cet4 cet6 ky toefl ielts,938,924,popular
population,population,.pɒpju'leiʃәn,"n. the people who inhabit a territory or state
n. a group of organisms of the same species inhabiting a given area
n. (statistics) the entire aggregation of items from which samples can be drawn
n. the number of inhabitants (either the total number or the number of a particular race or class) in a given place (country or city etc.)","n. 人口, 人口数
[化] 群体; 总体",n:100,4,1,zk gk cet4 cet6 ky ielts,683,642,population
pork,pork,pɒ:k,n. meat from a domestic hog or pig,"n. 猪肉
[医] 猪肉",n:100,2,0,zk gk,7722,4267,pork
position,position,pә'ziʃәn,"n. the particular portion of space occupied by something
n. a way of regarding situations or topics etc.
n. the arrangement of the body and its limbs
n. a job in an organization","n. 位置, 地位, 身分, 形势, 姿势, 立场, 职位, 状态, 阵地
vt. 安置, 决定...的位置
[计] 位置",v:8/n:92,5,1,zk gk cet4 cet6 ky ielts,345,512,position
possible,possible,'pɒsәbl,"n. something that can be done
n. an applicant who might be suitable
a. capable of happening or existing","a. 可能的, 潜在的, 合适的
n. 可能性, 可能的事物",j:100,5,1,zk gk,256,459,possible
post,post,pәust,"n. the position where someone (as a guard or sentry) stands or is assigned to stand
n. an upright consisting of a piece of timber or metal fixed firmly in an upright position
n. United States aviator who in 1933 made the first solo flight around the world (1899-1935)
n. United States female author who wrote a book and a syndicated newspaper column on etiquette (1872-1960)","n. 柱, 杆, 准星, 邮件, 邮政, 标竿, 职位, 岗位, 哨所, 兵营
vt. 张帖, 邮递, 公布, 登入帐, 使熟悉, 布置
vi. 快速行进
adv. 急速地
[计] 记入; 登记, 上电自检",r:1/v:28/j:2/n:69,2,1,zk gk toefl ielts,895,2148,post
postcard,postcard,'pәustkɑ:d,n. a card for sending messages by post without an envelope,n. 明信片,n:100,2,0,zk gk ky toefl,5965,6924,postcard
postman,postman,'pәustmәn,n a man who delivers the mail,"n. 邮递员
[法] 邮递员, 理财法庭的高级律师",n:100,1,0,zk gk cet4 cet6 ky,11573,20141,postman
potato,potato,pә'teitәu,"n. an edible tuber native to South America; a staple food of Ireland
n. annual native to South America having underground stolons bearing edible starchy tubers; widely cultivated as a garden vegetable; vines are poisonous",n. 马铃薯,n:100,3,1,zk gk,3013,2253,potato
pound,pound,paund,"n. 16 ounces avoirdupois
n. a unit of apothecary weight equal to 12 ounces troy
n. a nontechnical unit of force equal to the mass of 1 pound with an acceleration of free fall equal to 32 feet/sec/sec
n. United States writer who lived in Europe; strongly influenced the development of modern literature (1885-1972)","n. 磅, 英镑, 重击, 鱼塘, 拘留所, 兽栏
vt. 强烈打击, 捣烂, 监禁, 关入栏内
vi. 连续重击, 苦干",v:16/n:84,5,1,zk gk cet4 cet6 ky toefl,546,1306,pound
practice,practice,'præktis,"n. a customary way of operation or behavior
n. translating an idea into action
n. the exercise of a profession
n. knowledge of how something is usually done","n. 实践, 练习, 实行, 惯例, 习惯, 开业
v. 实践, 实行, 练习, 实习, 业务",v:13/n:87,4,1,zk gk ielts,453,564,practice
practise,practise,'præktis,"v engage in a rehearsal (of)
v carry out or practice; as of jobs and professions
v learn by repetition","v. 实践, 实行, 练习, 实习, 从事(职业)",v:100,2,1,zk cet4 cet6 ky,2744,23578,practise
praise,praise,preiz,"n. an expression of approval and commendation
n. offering words of homage as an act of worship
v. express approval of","n. 赞美, 称赞, 崇拜
vt. 称赞, 赞美
vi. 赞扬, 表扬",n:40/v:60,3,1,zk gk cet4 cet6 ky toefl,4285,3719,praise
prepare,prepare,pri'pєә,"v. to prepare verbally, either for written or spoken delivery
v. educate for a future role or function
v. lead up to and soften by sounding the dissonant note in it as a consonant note in the preceding chord","vt. 准备, 筹备, 使在思想上有准备, 制造, 调制
vi. 预备",v:100,4,1,zk gk cet4 cet6 ky ielts,893,774,prepare
present,present,'preznt,"n. the period of time that is happening now; any continuous stretch of time including the moment of speech
n. something presented as a gift
n. a verb tense that expresses actions or states at the time of speaking
v. bring forward and present to the mind","n. 现在, 礼品, 瞄准
a. 现在的, 出席的
vt. 介绍, 引见, 赠送, 提出, 呈现, 上演
vi. 举枪瞄准",n:15/r:4/j:31/v:50,2,1,zk gk ielts,678,817,present
president,president,'prezidәnt,"n. an executive officer of a firm or corporation
n. the chief executive of a republic
n. the officer who presides at the meetings of an organization
n. the head administrative officer of a college or university","n. 总统, 总裁, 董事长, (学院)院长, (大学)校长, 主管人, 主持人
[经] 总经理, 董事长, 总裁",n:100,5,1,zk gk cet4 cet6 ky,589,303,president
pretty,pretty,'priti,"s. pleasing by delicacy or grace; not imposing
s. (used ironically) unexpectedly bad","a. 漂亮的, 优美的, 机灵的, 狡猾的, 恰当的
adv. 相当, 颇",n:1/r:78/j:21,4,1,zk gk cet4 cet6 ky,1782,797,pretty
prevent,prevent,pri'vent,"v. keep from happening or arising; make impossible
v. stop (someone or something) from doing something or being in a certain state","v. 预防, 防止, 阻止, 妨碍",v:100,4,1,zk gk cet4 cet6 ky toefl,937,1083,prevent
price,price,prais,"n. the amount of money needed to purchase something
n. value measured by what must be given or done or undergone to obtain something
n. the high value or worth of something
n. a monetary reward for helping to catch a criminal","n. 价格, 代价, 价值
vt. 定...的价格",v:6/n:94,5,1,zk gk ielts,338,475,price
pride,pride,praid,"n. a feeling of self-respect and personal worth
n. satisfaction with your (or another's) achievements
n. the trait of being spurred on by a dislike of falling below your standards
n. a group of lions","n. 骄傲, 自尊心, 自豪, 精华, 勇气
vt. 以...自豪",v:11/n:89,3,1,zk gk cet4 cet6 ky toefl,2878,2801,pride
primary,primary,'praimәri,"n. a preliminary election where delegates or nominees are chosen
n. one of the main flight feathers projecting along the outer edge of a bird's wing
n. (astronomy) a celestial body (especially a star) relative to other objects in orbit around it
a. of first rank or importance or value; direct and immediate rather than secondary","n. 最主要者, 原色
a. 主要的, 初期的, 根本的, 原始的, 首要的, 基本的
[计] 初等量; 主要的; 一次的",j:76/n:24,3,1,zk gk cet4 cet6 ky toefl ielts,1172,1504,primary
print,print,print,"n. the text appearing in a book, newspaper, or other printed publication
n. a picture or design printed from an engraving
n. availability in printed form
n. a copy of a movie on film (especially a particular version of it)","n. 打印, 版, 印刷物, 痕迹, 印刷业, 印刷字体, 图片, 印花布, 印章
v. 打印, 印刷, 铭记, 留印记于, 用印刷体写
[计] DOS外部命令:在打印机上打印文件, 可一边打印文件一边执行其他工作",v:38/n:62,4,1,zk gk cet4 ky,2432,2207,print
prison,prison,'prizn,"n. a correctional institution where persons are confined while on trial or for punishment
n. a prisonlike situation; a place of seeming confinement","n. 监狱, 监禁, 拘留所
vt. 监禁",n:100,4,1,zk gk cet4 cet6 ky toefl,1307,1282,prison
prisoner,prisoner,'priznә,n. a person who is confined; especially a prisoner of war,"n. 囚犯, 犯人, 战俘
[法] 犯人, 囚犯, 扣押犯",n:100,4,1,zk gk cet4 cet6 ky,1932,2419,prisoner
private,private,'praivit,"n. an enlisted man of the lowest rank in the Army or Marines
a. confined to particular persons or groups or providing privacy
s. concerning things deeply private and personal","a. 私人的, 秘密的, 私立的, 隐蔽的
n. 士兵, 隐士, 阴部
[计] 私人的",r:3/j:95/n:2,4,1,zk gk cet4 cet6 ky toefl ielts,581,672,private
prize,prize,praiz,"n. something given for victory or superiority in a contest or competition or for winning a lottery
v. hold dear","n. 奖赏, 奖金, 奖品, 战利品, 捕获
a. 得奖的
vt. 珍视, 估价, 捕获, 撬, 撬动",v:11/j:2/n:87,4,1,zk gk cet4 cet6 ky,2125,3686,prize
probably,probably,'prɒbәbli,r. with considerable certainty; without much doubt,"adv. 大概, 或许",r:100,5,1,zk gk cet4 cet6,333,398,probably
problem,problem,'prɒblәm,"n. a state of difficulty that needs to be resolved
n. a question raised for consideration or solution","n. 问题, 难题
a. 成问题的, 难处理的",n:100,5,1,zk gk,154,171,problem
produce,produce,prә'dju:s,"n. fresh fruits and vegetable grown for the market
v. bring forth or yield
v. create or manufacture a man-made product
v. cause to happen, occur or exist","n. 生产品, 物产, 后代
vt. 产生, 生产, 提出, 出示
vi. 生产, 制造",n:4/v:96,5,1,zk gk cet4 cet6 ky toefl gre,296,542,produce
programme,programme,'prәugræm,"n an announcement of the events that will occur as part of a theatrical or sporting event
n an integrated course of academic studies
n a radio or television show
n (computer science) a sequence of instructions that a computer can interpret and execute
n a system of projects or services intended to meet a public need
n a series of steps to be carried out or goals to be accomplished
n a performance (or series of performances) at a public presentation
v write a computer program
v arrange a program of or for","n. 节目, 节目单, 程序, 纲要, 大纲, 计划
vt. 规划, 拟...计划
vi. 安排节目, 编程序",,5,1,zk gk ky,360,0,programme
progress,progress,'prәugres,"n. the act of moving forward (as toward a goal)
n. a movement forward
v. develop in a positive way","n. 进步, 发展, 前进
vi. 进步, 进行",v:17/n:83,4,1,zk gk cet4 cet6 ky toefl,1265,1508,progress
